gene,cluster_id,timepoint,cluster_name,n_cells,pct_pos,is_pronephros
hoxb8a,77,14,14hpf-lateral line primordium,84,8.33,False
hoxb8a,78,14,14hpf-differentiating neurons,24,8.33,False
hoxb8a,79,18,18hpf-neural - diencephalon,161,6.83,False
hoxb8a,80,18,18hpf-neural - midbrain,988,7.69,False
hoxb8a,81,18,18hpf-epidermal - olfactory placode,28,10.71,False
hoxb8a,82,18,18hpf-neural - telencephalon,301,7.64,False
hoxb8a,83,18,18hpf-neural - dorsal hindbrain,578,9.69,False
hoxb8a,84,18,18hpf-differentiating neurons,252,20.63,False
hoxb8a,85,18,18hpf-ionocyte - ca2,48,2.08,False
hoxb8a,86,18,18hpf-epidermal - anterior,182,8.24,False
hoxb8a,87,18,18hpf-hatching gland,20,10.0,False
hoxb8a,88,18,18hpf-epidermal - sox4b,59,6.78,False
hoxb8a,89,18,18hpf-optic cup,390,7.18,False
hoxb8a,90,18,18hpf-tailbud - spinal cord,277,38.27,False
hoxb8a,91,18,18hpf-pectoral fin field,66,19.7,False
hoxb8a,92,18,18hpf-heart field,158,21.52,False
hoxb8a,93,18,18hpf-lens placode,39,12.82,False
hoxb8a,94,18,18hpf-neural crest - grem2,281,12.46,False
hoxb8a,95,18,18hpf-erythroid,256,12.89,False
hoxb8a,96,18,18hpf-macrophage,30,10.0,False
hoxb8a,97,18,18hpf-tailbud - PSM,407,15.72,False
hoxb8a,98,18,18hpf-myotome,169,5.92,False
hoxb8a,99,18,18hpf-notocord,28,32.14,False
hoxb8a,NaN,?,(unknown),17,17.65,False
prox1a,100,18,18hpf-endothelial,149,12.08,False
prox1a,101,18,18hpf-otic placode,51,23.53,False
prox1a,102,18,18hpf-neural - hindbrain ventral nkx6.2,76,7.89,False
prox1a,103,18,18hpf-germline,9,0.0,False
prox1a,105,18,18hpf-pronephric duct - posterior,11,0.0,True
prox1a,106,18,18hpf-neural -  floorplate,6,0.0,False
prox1a,107,18,18hpf-heart mature,17,17.65,False
prox1a,108,18,18hpf-macrophage - ly75,14,14.29,False
prox1a,109,18,18hpf-pronephric duct,10,10.0,True
prox1a,110,18,18hpf-periderm,15,13.33,False
prox1a,111,18,18hpf-pancreas primordium,8,12.5,False
prox1a,112,18,18hpf-differentiating neurons - rohon beard,26,42.31,False
prox1a,113,18,18hpf-retina pigmented epithelium,46,4.35,False
prox1a,114,18,18hpf-differentiating neurons - dlx,30,13.33,False
prox1a,115,18,18hpf-epidermal - pfn1,383,7.05,False
prox1a,116,18,18hpf-lateral line primordium,46,28.26,False
prox1a,117,18,18hpf-endoderm,142,13.38,False
prox1a,118,18,18hpf-neural - midbrain ventral nkx6.2,126,10.32,False
prox1a,119,18,18hpf-pharyngeal arch,202,5.94,False
prox1a,120,18,18hpf-neural crest - crestin,148,12.84,False
prox1a,121,18,18hpf-differentiating neurons - phox2a,8,25.0,False
prox1a,122,18,18hpf-differentiating neurons - eomesa,28,17.86,False
prox1a,123,18,18hpf-neural - ventral hindbrain,684,13.3,False
prox1a,124,24,24hpf-differentiating neurons - hmx,30,13.33,False
prox1a,125,24,24hpf-differentiating neurons - dlx,65,10.77,False
prox1a,126,24,24hpf-epidermal - prr15la,24,87.5,False
prox1a,127,24,24hpf-pancreas primordium,6,0.0,False
prox1a,128,24,24hpf-ionocyte - ca2,31,6.45,False
prox1a,129,24,24hpf-leukocyte,13,15.38,False
prox1a,130,24,24hpf-neural - ventral hindbrain,911,33.04,False
prox1a,131,24,24hpf-erythroid,506,1.78,False
prox1a,132,24,24hpf-differentiating neurons - phox2a,44,40.91,False
prox1a,133,24,24hpf-mesoderm - emp2,31,9.68,False
prox1a,134,24,24hpf-differentiating neurons,523,44.17,False
prox1a,136,24,24hpf-neural - midbrain,1211,10.24,False
prox1a,137,24,24hpf-neural - dorsal spinal cord,31,25.81,False
prox1a,138,24,24hpf-neural - diencephalon,203,4.93,False
prox1a,139,24,24hpf-neural crest,8,12.5,False
prox1a,140,24,24hpf-optic cup,772,7.77,False
prox1a,141,24,24hpf-periderm,22,4.55,False
prox1a,142,24,24hpf-tailbud - spinal cord,144,14.58,False
prox1a,143,24,24hpf-pectoral fin bud,104,5.77,False
prox1a,144,24,24hpf-macrophage,61,0.0,False
prox1a,145,24,24hpf-epidermal - grhl3,12,16.67,False
prox1a,146,24,24hpf-epidermal - olfactory placode,44,6.82,False
prox1a,147,24,24hpf-neural - dorsal hindbrain,667,6.15,False
prox1a,148,24,24hpf-otic placode,33,21.21,False
prox1a,149,24,24hpf-endoderm,64,20.31,False
prox1a,150,24,24hpf-myotome,32,6.25,False
prox1a,151,24,24hpf-pharyngeal pouch,53,7.55,False
prox1a,152,24,24hpf-epidermal - anterior,75,5.33,False
prox1a,153,24,24hpf-tailbud - PSM,23,0.0,False
prox1a,154,24,24hpf-pharyngeal arch - tbx1,22,9.09,False
prox1a,155,24,24hpf-endothelial,127,16.54,False
prox1a,156,24,24hpf-hatching gland,32,21.88,False
prox1a,157,24,24hpf-differentiating neurons - eomesa,101,14.85,False
prox1a,158,24,24hpf-pharyngeal arch - cd248b,135,2.96,False
prox1a,159,24,24hpf-lens,14,42.86,False
prox1a,160,24,24hpf-neural - floorplate,9,33.33,False
prox1a,161,24,24hpf-endothelial - posterior,53,18.87,False
prox1a,164,24,24hpf-epidermal - atp1a1a.2,38,5.26,False
prox1a,165,24,24hpf-neural - hindbrain roofplate,37,2.7,False
prox1a,166,24,24hpf-differentiating neurons - rohon beard,62,33.87,False
prox1a,167,24,24hpf-retina pigmented epithelium,37,2.7,False
prox1a,168,24,24hpf-neural - telencephalon,351,5.13,False
prox1a,169,24,24hpf-neural - midbrain ventral nkx6.2,191,14.66,False
prox1a,170,24,24hpf-neural - hindbrain gsx1,245,17.55,False
prox1a,171,24,24hpf-neural - posterior ventral nkx6.2,146,25.34,False
prox1a,172,24,24hpf-germline,9,0.0,False
prox1a,174,24,24hpf-heart,71,12.68,False
prox1a,177,24,24hpf-neural - diencephalon posterior,46,13.04,False
prox1a,178,24,24hpf-pharyngeal arch - ndnf,44,4.55,False
prox1a,179,24,24hpf-heart - hoxd9a,34,5.88,False
prox1a,180,24,24hpf-epidermal - muc5ac,17,52.94,False
prox1a,182,24,24hpf-neural crest - xanthophore,27,11.11,False
prox1a,183,24,24hpf-neural crest - melanoblast,23,8.7,False
prox1a,184,24,24hpf-neural crest - iridoblast,5,0.0,False
prox1a,185,24,24hpf-neural crest - grem2,92,4.35,False
prox1a,186,24,24hpf-neural crest - mcamb,52,5.77,False
prox1a,187,24,24hpf-pronephric duct,8,0.0,True
prox1a,189,24,24hpf-epidermal - s100a11,8,50.0,False
prox1a,190,24,24hpf-lateral line - krt15,14,28.57,False
prox1a,191,24,24hpf-epidermal - and1,26,15.38,False
prox1a,193,24,24hpf-epidermal - rbp4,35,8.57,False
prox1a,194,24,24hpf-epidermal - col7a1l,60,10.0,False
prox1a,195,24,24hpf-epidermal - kera,24,0.0,False
prox1a,51,14,14hpf-epidermal - pfn1,741,2.43,False
prox1a,52,14,14hpf-optic primordium,223,6.28,False
prox1a,53,14,14hpf-mesoderm - blood island,43,9.3,False
prox1a,54,14,14hpf-neural - diencephalon,88,4.55,False
prox1a,55,14,14hpf-tailbud - PSM,299,2.68,False
prox1a,56,14,14hpf-epidermal anterior,313,14.7,False
prox1a,57,14,14hpf-neural - hindbrain,298,2.68,False
prox1a,58,14,14hpf-endoderm,57,8.77,False
prox1a,59,14,14hpf-epidermal - foxi3a,75,5.33,False
prox1a,60,14,14hpf-neural crest,201,7.96,False
prox1a,61,14,14hpf-mesoderm - pharyngeal arch,71,0.0,False
prox1a,62,14,14hpf-notocord,42,2.38,False
prox1a,63,14,14hpf-epidermal - otic placode,69,4.35,False
prox1a,64,14,14hpf-mesoderm - heart field,67,8.96,False
prox1a,65,14,14hpf-differentiating neurons - rohon beard,29,27.59,False
prox1a,66,14,14hpf-mesoderm - lateral plate - cxcl12a,44,0.0,False
prox1a,67,14,14hpf-neural crest - crestin,82,4.88,False
prox1a,68,14,14hpf-neural - midbrain,340,2.06,False
prox1a,69,14,14hpf-mesoderm - pronephric duct,14,7.14,True
prox1a,70,14,14hpf-neural -  floorplate,13,7.69,False
prox1a,71,14,14hpf-germline,5,0.0,False
prox1a,72,14,14hpf-hatching gland,14,14.29,False
prox1a,73,14,14hpf-periderm,11,9.09,False
prox1a,74,14,14hpf-mesoderm - endothelial,33,0.0,False
prox1a,75,14,14hpf-tailbud - spinal cord,547,4.75,False
prox1a,76,14,14hpf-neural - telencephalon,174,9.77,False
prox1a,77,14,14hpf-lateral line primordium,84,9.52,False
prox1a,78,14,14hpf-differentiating neurons,24,0.0,False
prox1a,79,18,18hpf-neural - diencephalon,161,5.59,False
prox1a,80,18,18hpf-neural - midbrain,988,11.44,False
prox1a,81,18,18hpf-epidermal - olfactory placode,28,7.14,False
prox1a,82,18,18hpf-neural - telencephalon,301,7.64,False
prox1a,83,18,18hpf-neural - dorsal hindbrain,578,8.82,False
prox1a,84,18,18hpf-differentiating neurons,252,29.37,False
prox1a,85,18,18hpf-ionocyte - ca2,48,10.42,False
prox1a,86,18,18hpf-epidermal - anterior,182,6.59,False
prox1a,87,18,18hpf-hatching gland,20,10.0,False
prox1a,88,18,18hpf-epidermal - sox4b,59,55.93,False
prox1a,89,18,18hpf-optic cup,390,18.21,False
prox1a,90,18,18hpf-tailbud - spinal cord,277,7.22,False
prox1a,91,18,18hpf-pectoral fin field,66,3.03,False
prox1a,92,18,18hpf-heart field,158,20.89,False
prox1a,93,18,18hpf-lens placode,39,92.31,False
prox1a,94,18,18hpf-neural crest - grem2,281,18.51,False
prox1a,95,18,18hpf-erythroid,256,9.77,False
prox1a,96,18,18hpf-macrophage,30,26.67,False
prox1a,97,18,18hpf-tailbud - PSM,407,8.11,False
prox1a,98,18,18hpf-myotome,169,15.38,False
prox1a,99,18,18hpf-notocord,28,7.14,False
prox1a,NaN,?,(unknown),17,5.88,False
foxj1b,100,18,18hpf-endothelial,149,1.34,False
foxj1b,101,18,18hpf-otic placode,51,3.92,False
foxj1b,102,18,18hpf-neural - hindbrain ventral nkx6.2,76,0.0,False
foxj1b,103,18,18hpf-germline,9,0.0,False
foxj1b,105,18,18hpf-pronephric duct - posterior,11,0.0,True
foxj1b,106,18,18hpf-neural -  floorplate,6,50.0,False
foxj1b,107,18,18hpf-heart mature,17,0.0,False
foxj1b,108,18,18hpf-macrophage - ly75,14,7.14,False
foxj1b,109,18,18hpf-pronephric duct,10,0.0,True
foxj1b,110,18,18hpf-periderm,15,0.0,False
foxj1b,111,18,18hpf-pancreas primordium,8,12.5,False
foxj1b,112,18,18hpf-differentiating neurons - rohon beard,26,0.0,False
foxj1b,113,18,18hpf-retina pigmented epithelium,46,2.17,False
foxj1b,114,18,18hpf-differentiating neurons - dlx,30,30.0,False
foxj1b,115,18,18hpf-epidermal - pfn1,383,0.52,False
foxj1b,116,18,18hpf-lateral line primordium,46,0.0,False
foxj1b,117,18,18hpf-endoderm,142,1.41,False
foxj1b,118,18,18hpf-neural - midbrain ventral nkx6.2,126,1.59,False
foxj1b,119,18,18hpf-pharyngeal arch,202,2.97,False
foxj1b,120,18,18hpf-neural crest - crestin,148,1.35,False
foxj1b,121,18,18hpf-differentiating neurons - phox2a,8,0.0,False
foxj1b,122,18,18hpf-differentiating neurons - eomesa,28,3.57,False
foxj1b,123,18,18hpf-neural - ventral hindbrain,684,2.05,False
foxj1b,124,24,24hpf-differentiating neurons - hmx,30,10.0,False
foxj1b,125,24,24hpf-differentiating neurons - dlx,65,3.08,False
foxj1b,126,24,24hpf-epidermal - prr15la,24,0.0,False
foxj1b,127,24,24hpf-pancreas primordium,6,0.0,False
foxj1b,128,24,24hpf-ionocyte - ca2,31,3.23,False
foxj1b,129,24,24hpf-leukocyte,13,0.0,False
foxj1b,130,24,24hpf-neural - ventral hindbrain,911,1.54,False
foxj1b,131,24,24hpf-erythroid,506,4.94,False
foxj1b,132,24,24hpf-differentiating neurons - phox2a,44,0.0,False
foxj1b,133,24,24hpf-mesoderm - emp2,31,0.0,False
foxj1b,134,24,24hpf-differentiating neurons,523,1.91,False
foxj1b,136,24,24hpf-neural - midbrain,1211,2.06,False
foxj1b,137,24,24hpf-neural - dorsal spinal cord,31,0.0,False
foxj1b,138,24,24hpf-neural - diencephalon,203,9.36,False
foxj1b,139,24,24hpf-neural crest,8,0.0,False
foxj1b,140,24,24hpf-optic cup,772,1.3,False
foxj1b,141,24,24hpf-periderm,22,0.0,False
foxj1b,142,24,24hpf-tailbud - spinal cord,144,2.78,False
foxj1b,143,24,24hpf-pectoral fin bud,104,1.92,False
foxj1b,144,24,24hpf-macrophage,61,1.64,False
foxj1b,145,24,24hpf-epidermal - grhl3,12,0.0,False
foxj1b,146,24,24hpf-epidermal - olfactory placode,44,36.36,False
foxj1b,147,24,24hpf-neural - dorsal hindbrain,667,1.8,False
foxj1b,148,24,24hpf-otic placode,33,12.12,False
foxj1b,149,24,24hpf-endoderm,64,1.56,False
foxj1b,150,24,24hpf-myotome,32,0.0,False
foxj1b,151,24,24hpf-pharyngeal pouch,53,0.0,False
foxj1b,152,24,24hpf-epidermal - anterior,75,1.33,False
foxj1b,153,24,24hpf-tailbud - PSM,23,0.0,False
foxj1b,154,24,24hpf-pharyngeal arch - tbx1,22,0.0,False
foxj1b,155,24,24hpf-endothelial,127,0.79,False
foxj1b,156,24,24hpf-hatching gland,32,0.0,False
foxj1b,157,24,24hpf-differentiating neurons - eomesa,101,2.97,False
foxj1b,158,24,24hpf-pharyngeal arch - cd248b,135,0.74,False
foxj1b,159,24,24hpf-lens,14,7.14,False
foxj1b,160,24,24hpf-neural - floorplate,9,22.22,False
foxj1b,161,24,24hpf-endothelial - posterior,53,0.0,False
foxj1b,164,24,24hpf-epidermal - atp1a1a.2,38,0.0,False
foxj1b,165,24,24hpf-neural - hindbrain roofplate,37,8.11,False
foxj1b,166,24,24hpf-differentiating neurons - rohon beard,62,4.84,False
foxj1b,167,24,24hpf-retina pigmented epithelium,37,0.0,False
foxj1b,168,24,24hpf-neural - telencephalon,351,6.55,False
foxj1b,169,24,24hpf-neural - midbrain ventral nkx6.2,191,3.66,False
foxj1b,170,24,24hpf-neural - hindbrain gsx1,245,0.41,False
foxj1b,171,24,24hpf-neural - posterior ventral nkx6.2,146,1.37,False
foxj1b,172,24,24hpf-germline,9,0.0,False
foxj1b,174,24,24hpf-heart,71,0.0,False
foxj1b,177,24,24hpf-neural - diencephalon posterior,46,2.17,False
foxj1b,178,24,24hpf-pharyngeal arch - ndnf,44,2.27,False
foxj1b,179,24,24hpf-heart - hoxd9a,34,0.0,False
foxj1b,180,24,24hpf-epidermal - muc5ac,17,5.88,False
foxj1b,182,24,24hpf-neural crest - xanthophore,27,0.0,False
foxj1b,183,24,24hpf-neural crest - melanoblast,23,0.0,False
foxj1b,184,24,24hpf-neural crest - iridoblast,5,0.0,False
foxj1b,185,24,24hpf-neural crest - grem2,92,1.09,False
foxj1b,186,24,24hpf-neural crest - mcamb,52,0.0,False
foxj1b,187,24,24hpf-pronephric duct,8,0.0,True
foxj1b,189,24,24hpf-epidermal - s100a11,8,0.0,False
foxj1b,190,24,24hpf-lateral line - krt15,14,0.0,False
foxj1b,191,24,24hpf-epidermal - and1,26,0.0,False
foxj1b,193,24,24hpf-epidermal - rbp4,35,0.0,False
foxj1b,194,24,24hpf-epidermal - col7a1l,60,0.0,False
foxj1b,195,24,24hpf-epidermal - kera,24,0.0,False
foxj1b,51,14,14hpf-epidermal - pfn1,741,0.67,False
foxj1b,52,14,14hpf-optic primordium,223,0.9,False
foxj1b,53,14,14hpf-mesoderm - blood island,43,4.65,False
foxj1b,54,14,14hpf-neural - diencephalon,88,7.95,False
foxj1b,55,14,14hpf-tailbud - PSM,299,1.0,False
foxj1b,56,14,14hpf-epidermal anterior,313,2.88,False
foxj1b,57,14,14hpf-neural - hindbrain,298,1.34,False
foxj1b,58,14,14hpf-endoderm,57,3.51,False
foxj1b,59,14,14hpf-epidermal - foxi3a,75,2.67,False
foxj1b,60,14,14hpf-neural crest,201,0.5,False
foxj1b,61,14,14hpf-mesoderm - pharyngeal arch,71,0.0,False
foxj1b,62,14,14hpf-notocord,42,2.38,False
foxj1b,63,14,14hpf-epidermal - otic placode,69,43.48,False
foxj1b,64,14,14hpf-mesoderm - heart field,67,1.49,False
foxj1b,65,14,14hpf-differentiating neurons - rohon beard,29,0.0,False
foxj1b,66,14,14hpf-mesoderm - lateral plate - cxcl12a,44,0.0,False
foxj1b,67,14,14hpf-neural crest - crestin,82,1.22,False
foxj1b,68,14,14hpf-neural - midbrain,340,2.35,False
foxj1b,69,14,14hpf-mesoderm - pronephric duct,14,42.86,True
foxj1b,70,14,14hpf-neural -  floorplate,13,38.46,False
foxj1b,71,14,14hpf-germline,5,0.0,False
foxj1b,72,14,14hpf-hatching gland,14,0.0,False
foxj1b,73,14,14hpf-periderm,11,0.0,False
foxj1b,74,14,14hpf-mesoderm - endothelial,33,0.0,False
foxj1b,75,14,14hpf-tailbud - spinal cord,547,3.29,False
foxj1b,76,14,14hpf-neural - telencephalon,174,1.15,False
foxj1b,77,14,14hpf-lateral line primordium,84,7.14,False
foxj1b,78,14,14hpf-differentiating neurons,24,0.0,False
foxj1b,79,18,18hpf-neural - diencephalon,161,6.83,False
foxj1b,80,18,18hpf-neural - midbrain,988,2.02,False
foxj1b,81,18,18hpf-epidermal - olfactory placode,28,32.14,False
foxj1b,82,18,18hpf-neural - telencephalon,301,2.99,False
foxj1b,83,18,18hpf-neural - dorsal hindbrain,578,1.38,False
foxj1b,84,18,18hpf-differentiating neurons,252,1.98,False
foxj1b,85,18,18hpf-ionocyte - ca2,48,0.0,False
foxj1b,86,18,18hpf-epidermal - anterior,182,1.65,False
foxj1b,87,18,18hpf-hatching gland,20,0.0,False
foxj1b,88,18,18hpf-epidermal - sox4b,59,0.0,False
foxj1b,89,18,18hpf-optic cup,390,1.79,False
foxj1b,90,18,18hpf-tailbud - spinal cord,277,5.78,False
foxj1b,91,18,18hpf-pectoral fin field,66,1.52,False
foxj1b,92,18,18hpf-heart field,158,2.53,False
foxj1b,93,18,18hpf-lens placode,39,0.0,False
foxj1b,94,18,18hpf-neural crest - grem2,281,1.42,False
foxj1b,95,18,18hpf-erythroid,256,10.55,False
foxj1b,96,18,18hpf-macrophage,30,10.0,False
foxj1b,97,18,18hpf-tailbud - PSM,407,3.93,False
foxj1b,98,18,18hpf-myotome,169,4.14,False
foxj1b,99,18,18hpf-notocord,28,7.14,False
foxj1b,NaN,?,(unknown),17,5.88,False
tbx2b,100,18,18hpf-endothelial,149,4.03,False
tbx2b,101,18,18hpf-otic placode,51,80.39,False
tbx2b,102,18,18hpf-neural - hindbrain ventral nkx6.2,76,1.32,False
tbx2b,103,18,18hpf-germline,9,0.0,False
tbx2b,105,18,18hpf-pronephric duct - posterior,11,45.45,True
tbx2b,106,18,18hpf-neural -  floorplate,6,0.0,False
tbx2b,107,18,18hpf-heart mature,17,5.88,False
tbx2b,108,18,18hpf-macrophage - ly75,14,14.29,False
tbx2b,109,18,18hpf-pronephric duct,10,0.0,True
tbx2b,110,18,18hpf-periderm,15,6.67,False
tbx2b,111,18,18hpf-pancreas primordium,8,12.5,False
tbx2b,112,18,18hpf-differentiating neurons - rohon beard,26,61.54,False
tbx2b,113,18,18hpf-retina pigmented epithelium,46,28.26,False
tbx2b,114,18,18hpf-differentiating neurons - dlx,30,6.67,False
tbx2b,115,18,18hpf-epidermal - pfn1,383,15.4,False
tbx2b,116,18,18hpf-lateral line primordium,46,2.17,False
tbx2b,117,18,18hpf-endoderm,142,4.93,False
tbx2b,118,18,18hpf-neural - midbrain ventral nkx6.2,126,1.59,False
tbx2b,119,18,18hpf-pharyngeal arch,202,4.46,False
tbx2b,120,18,18hpf-neural crest - crestin,148,3.38,False
tbx2b,121,18,18hpf-differentiating neurons - phox2a,8,12.5,False
tbx2b,122,18,18hpf-differentiating neurons - eomesa,28,0.0,False
tbx2b,123,18,18hpf-neural - ventral hindbrain,684,1.32,False
tbx2b,124,24,24hpf-differentiating neurons - hmx,30,3.33,False
tbx2b,125,24,24hpf-differentiating neurons - dlx,65,1.54,False
tbx2b,126,24,24hpf-epidermal - prr15la,24,0.0,False
tbx2b,127,24,24hpf-pancreas primordium,6,33.33,False
tbx2b,128,24,24hpf-ionocyte - ca2,31,0.0,False
tbx2b,129,24,24hpf-leukocyte,13,0.0,False
tbx2b,130,24,24hpf-neural - ventral hindbrain,911,0.44,False
tbx2b,131,24,24hpf-erythroid,506,0.79,False
tbx2b,132,24,24hpf-differentiating neurons - phox2a,44,6.82,False
tbx2b,133,24,24hpf-mesoderm - emp2,31,3.23,False
tbx2b,134,24,24hpf-differentiating neurons,523,1.72,False
tbx2b,136,24,24hpf-neural - midbrain,1211,0.91,False
tbx2b,137,24,24hpf-neural - dorsal spinal cord,31,0.0,False
tbx2b,138,24,24hpf-neural - diencephalon,203,13.79,False
tbx2b,139,24,24hpf-neural crest,8,0.0,False
tbx2b,140,24,24hpf-optic cup,772,42.1,False
tbx2b,141,24,24hpf-periderm,22,0.0,False
tbx2b,142,24,24hpf-tailbud - spinal cord,144,0.69,False
tbx2b,143,24,24hpf-pectoral fin bud,104,17.31,False
tbx2b,144,24,24hpf-macrophage,61,0.0,False
tbx2b,145,24,24hpf-epidermal - grhl3,12,16.67,False
tbx2b,146,24,24hpf-epidermal - olfactory placode,44,2.27,False
tbx2b,147,24,24hpf-neural - dorsal hindbrain,667,0.6,False
tbx2b,148,24,24hpf-otic placode,33,72.73,False
tbx2b,149,24,24hpf-endoderm,64,10.94,False
tbx2b,150,24,24hpf-myotome,32,0.0,False
tbx2b,151,24,24hpf-pharyngeal pouch,53,1.89,False
tbx2b,152,24,24hpf-epidermal - anterior,75,8.0,False
tbx2b,153,24,24hpf-tailbud - PSM,23,0.0,False
tbx2b,154,24,24hpf-pharyngeal arch - tbx1,22,4.55,False
tbx2b,155,24,24hpf-endothelial,127,2.36,False
tbx2b,156,24,24hpf-hatching gland,32,18.75,False
tbx2b,157,24,24hpf-differentiating neurons - eomesa,101,3.96,False
tbx2b,158,24,24hpf-pharyngeal arch - cd248b,135,9.63,False
tbx2b,159,24,24hpf-lens,14,7.14,False
tbx2b,160,24,24hpf-neural - floorplate,9,0.0,False
tbx2b,161,24,24hpf-endothelial - posterior,53,1.89,False
tbx2b,164,24,24hpf-epidermal - atp1a1a.2,38,5.26,False
tbx2b,165,24,24hpf-neural - hindbrain roofplate,37,0.0,False
tbx2b,166,24,24hpf-differentiating neurons - rohon beard,62,48.39,False
tbx2b,167,24,24hpf-retina pigmented epithelium,37,13.51,False
tbx2b,168,24,24hpf-neural - telencephalon,351,1.71,False
tbx2b,169,24,24hpf-neural - midbrain ventral nkx6.2,191,1.05,False
tbx2b,170,24,24hpf-neural - hindbrain gsx1,245,0.0,False
tbx2b,171,24,24hpf-neural - posterior ventral nkx6.2,146,0.0,False
tbx2b,172,24,24hpf-germline,9,0.0,False
tbx2b,174,24,24hpf-heart,71,12.68,False
tbx2b,177,24,24hpf-neural - diencephalon posterior,46,0.0,False
tbx2b,178,24,24hpf-pharyngeal arch - ndnf,44,0.0,False
tbx2b,179,24,24hpf-heart - hoxd9a,34,11.76,False
tbx2b,180,24,24hpf-epidermal - muc5ac,17,0.0,False
tbx2b,182,24,24hpf-neural crest - xanthophore,27,3.7,False
tbx2b,183,24,24hpf-neural crest - melanoblast,23,4.35,False
tbx2b,184,24,24hpf-neural crest - iridoblast,5,0.0,False
tbx2b,185,24,24hpf-neural crest - grem2,92,26.09,False
tbx2b,186,24,24hpf-neural crest - mcamb,52,11.54,False
tbx2b,187,24,24hpf-pronephric duct,8,12.5,True
tbx2b,189,24,24hpf-epidermal - s100a11,8,0.0,False
tbx2b,190,24,24hpf-lateral line - krt15,14,0.0,False
tbx2b,191,24,24hpf-epidermal - and1,26,0.0,False
tbx2b,193,24,24hpf-epidermal - rbp4,35,17.14,False
tbx2b,194,24,24hpf-epidermal - col7a1l,60,13.33,False
tbx2b,195,24,24hpf-epidermal - kera,24,4.17,False
tbx2b,51,14,14hpf-epidermal - pfn1,741,27.13,False
tbx2b,52,14,14hpf-optic primordium,223,30.04,False
tbx2b,53,14,14hpf-mesoderm - blood island,43,0.0,False
tbx2b,54,14,14hpf-neural - diencephalon,88,18.18,False
tbx2b,55,14,14hpf-tailbud - PSM,299,3.34,False
tbx2b,56,14,14hpf-epidermal anterior,313,10.54,False
tbx2b,57,14,14hpf-neural - hindbrain,298,1.34,False
tbx2b,58,14,14hpf-endoderm,57,14.04,False
tbx2b,59,14,14hpf-epidermal - foxi3a,75,0.0,False
tbx2b,60,14,14hpf-neural crest,201,1.0,False
tbx2b,61,14,14hpf-mesoderm - pharyngeal arch,71,1.41,False
tbx2b,62,14,14hpf-notocord,42,9.52,False
tbx2b,63,14,14hpf-epidermal - otic placode,69,75.36,False
tbx2b,64,14,14hpf-mesoderm - heart field,67,7.46,False
tbx2b,65,14,14hpf-differentiating neurons - rohon beard,29,68.97,False
tbx2b,66,14,14hpf-mesoderm - lateral plate - cxcl12a,44,6.82,False
tbx2b,67,14,14hpf-neural crest - crestin,82,2.44,False
tbx2b,68,14,14hpf-neural - midbrain,340,0.59,False
tbx2b,69,14,14hpf-mesoderm - pronephric duct,14,0.0,True
tbx2b,70,14,14hpf-neural -  floorplate,13,0.0,False
tbx2b,71,14,14hpf-germline,5,0.0,False
tbx2b,72,14,14hpf-hatching gland,14,7.14,False
tbx2b,73,14,14hpf-periderm,11,0.0,False
tbx2b,74,14,14hpf-mesoderm - endothelial,33,3.03,False
tbx2b,75,14,14hpf-tailbud - spinal cord,547,1.65,False
tbx2b,76,14,14hpf-neural - telencephalon,174,4.6,False
tbx2b,77,14,14hpf-lateral line primordium,84,14.29,False
tbx2b,78,14,14hpf-differentiating neurons,24,0.0,False
tbx2b,79,18,18hpf-neural - diencephalon,161,18.01,False
tbx2b,80,18,18hpf-neural - midbrain,988,3.04,False
tbx2b,81,18,18hpf-epidermal - olfactory placode,28,0.0,False
tbx2b,82,18,18hpf-neural - telencephalon,301,1.33,False
tbx2b,83,18,18hpf-neural - dorsal hindbrain,578,2.6,False
tbx2b,84,18,18hpf-differentiating neurons,252,1.98,False
tbx2b,85,18,18hpf-ionocyte - ca2,48,4.17,False
tbx2b,86,18,18hpf-epidermal - anterior,182,2.75,False
tbx2b,87,18,18hpf-hatching gland,20,0.0,False
tbx2b,88,18,18hpf-epidermal - sox4b,59,5.08,False
tbx2b,89,18,18hpf-optic cup,390,47.44,False
tbx2b,90,18,18hpf-tailbud - spinal cord,277,2.17,False
tbx2b,91,18,18hpf-pectoral fin field,66,12.12,False
tbx2b,92,18,18hpf-heart field,158,10.76,False
tbx2b,93,18,18hpf-lens placode,39,7.69,False
tbx2b,94,18,18hpf-neural crest - grem2,281,13.17,False
tbx2b,95,18,18hpf-erythroid,256,5.86,False
tbx2b,96,18,18hpf-macrophage,30,6.67,False
tbx2b,97,18,18hpf-tailbud - PSM,407,3.93,False
tbx2b,98,18,18hpf-myotome,169,5.33,False
tbx2b,99,18,18hpf-notocord,28,10.71,False
tbx2b,NaN,?,(unknown),17,5.88,False
