cluster,rank,ens,symbol,description,is_tf,tf_reason,score,padj,anchor_label
9,10,ENSDARG00000058451,rpl6,ribosomal protein L6 [Source:NCBI gene (formerly Entrezgene);Acc:336727],False,,8.994071006774902,5.710599315083205e-16,
9,11,ENSDARG00000029533,rpl18,ribosomal protein L18 [Source:NCBI gene (formerly Entrezgene);Acc:445038],False,,8.982030868530273,5.792351654082266e-16,
9,12,ENSDARG00000014867,rpl8,ribosomal protein L8 [Source:NCBI gene (formerly Entrezgene);Acc:393686],False,,8.856584548950195,1.6480094289738912e-15,
9,13,ENSDARG00000006691,rpl12,ribosomal protein L12 [Source:NCBI gene (formerly Entrezgene);Acc:327089],False,,8.817099571228027,2.165824867949877e-15,
9,14,ENSDARG00000077291,rps2,ribosomal protein S2 [Source:NCBI gene (formerly Entrezgene);Acc:406565],False,,8.677311897277832,6.938165903968022e-15,
9,15,ENSDARG00000035692,rps3a,ribosomal protein S3A [Source:NCBI gene (formerly Entrezgene);Acc:337240],False,,8.646592140197754,8.479023879638992e-15,
9,16,ENSDARG00000007320,rpl7,ribosomal protein L7 [Source:NCBI gene (formerly Entrezgene);Acc:336710],False,,8.570722579956055,1.5406416977148526e-14,
9,17,ENSDARG00000036875,rps12,ribosomal protein S12 [Source:NCBI gene (formerly Entrezgene);Acc:337007],False,,8.519286155700684,2.2636016213347895e-14,
9,18,ENSDARG00000019181,rpsa,ribosomal protein SA [Source:NCBI gene (formerly Entrezgene);Acc:394027],False,,8.50556468963623,2.4065092504699653e-14,
9,19,ENSDARG00000041619,rack1,receptor for activated C kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:30722],False,,8.492108345031738,2.560024416242565e-14,
9,20,ENSDARG00000003599,rpl3,ribosomal protein L3 [Source:NCBI gene (formerly Entrezgene);Acc:322571],False,,8.437219619750977,3.894828165087145e-14,
9,21,ENSDARG00000037350,rpl9,ribosomal protein L9 [Source:NCBI gene (formerly Entrezgene);Acc:336702],False,,8.412785530090332,4.570126644865076e-14,
9,22,ENSDARG00000020153,,,False,,8.309383392333984,1.0481526938160898e-13,
9,23,ENSDARG00000015490,,,False,,8.271492004394531,1.349030488802181e-13,
9,24,ENSDARG00000014690,rps4x,ribosomal protein S4 X-linked [Source:NCBI gene (formerly Entrezgene);Acc:449547],False,,8.223332405090332,1.8977087412508026e-13,
9,25,ENSDARG00000044521,eef1b2,eukaryotic translation elongation factor 1 beta 2 [Source:NCBI gene (formerly Entrezgene);Acc:335370],False,,8.128339767456055,4.012288620426272e-13,
9,26,ENSDARG00000055996,rps8a,ribosomal protein S8a [Source:NCBI gene (formerly Entrezgene);Acc:407690],False,,8.041847229003906,7.856346133818369e-13,
9,27,ENSDARG00000076892,,,False,,7.964649200439453,1.4184539972344565e-12,
9,28,ENSDARG00000011405,rps9,ribosomal protein S9 [Source:NCBI gene (formerly Entrezgene);Acc:114420],False,,7.923836708068848,1.9034798816526694e-12,
9,29,ENSDARG00000025581,rpl10,ribosomal protein L10 [Source:NCBI gene (formerly Entrezgene);Acc:336712],False,,7.8993144035339355,2.240732668213356e-12,
9,30,ENSDARG00000057556,rpl17,ribosomal protein L17 [Source:NCBI gene (formerly Entrezgene);Acc:336641],False,,7.816096305847168,4.16835841478045e-12,
