cluster,rank,ens,symbol,description,is_tf,tf_reason,score,padj,anchor_label
18,27,ENSDARG00000039576,fstl1b,follistatin-like 1b [Source:NCBI gene (formerly Entrezgene);Acc:324309],False,,7.091428756713867,1.17838766958886e-09,
18,28,ENSDARG00000029146,lrp1ab,LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692],False,,7.057152271270752,1.4101401919845137e-09,
18,29,ENSDARG00000069912,hmga2,high mobility group AT-hook 2 [Source:NCBI gene (formerly Entrezgene);Acc:324428],True,desc:high mobility group,7.05661678314209,1.4101401919845137e-09,
18,30,ENSDARG00000037746,actb1,"actin, beta 1 [Source:NCBI gene (formerly Entrezgene);Acc:57934]",False,,7.051260948181152,1.4166536101431645e-09,
19,1,ENSDARG00000086288,scg3,secretogranin III [Source:NCBI gene (formerly Entrezgene);Acc:393730],False,,12.678339958190918,1.868826304762143e-32,
19,2,ENSDARG00000036456,anxa4,annexin A4 [Source:NCBI gene (formerly Entrezgene);Acc:353362],False,,12.534375190734863,5.802713222693018e-32,
19,3,ENSDARG00000038153,lgals2b,"lectin, galactoside-binding, soluble, 2b [Source:NCBI gene (formerly Entrezgene);Acc:393486]",False,,12.066061019897461,1.2751453265486057e-29,
19,4,ENSDARG00000009978,icn,ictacalcin [Source:NCBI gene (formerly Entrezgene);Acc:336655],False,,11.982471466064453,2.6309340062746024e-29,
19,5,ENSDARG00000056481,vat1,vesicle amine transport 1 [Source:NCBI gene (formerly Entrezgene);Acc:368752],False,,10.425151824951172,9.12565736098464e-22,
19,6,ENSDARG00000002600,pcsk1,proprotein convertase subtilisin/kexin type 1 [Source:NCBI gene (formerly Entrezgene);Acc:100005716],False,,10.177897453308105,9.942828924590137e-21,
19,7,ENSDARG00000058476,stc1l,"stanniocalcin 1, like [Source:NCBI gene (formerly Entrezgene);Acc:393511]",False,,9.883151054382324,1.6867742591068166e-19,
19,8,ENSDARG00000016081,cldn15la,claudin 15-like a [Source:NCBI gene (formerly Entrezgene);Acc:81591],False,,9.541019439697266,4.237736145172433e-18,
19,9,ENSDARG00000070425,dll4,delta-like 4 (Drosophila) [Source:NCBI gene (formerly Entrezgene);Acc:563920],False,,9.396096229553223,1.5081199283753704e-17,
19,10,ENSDARG00000058999,,,False,,9.35584545135498,1.9879289128106604e-17,
19,11,ENSDARG00000019566,neurod1,neuronal differentiation 1 [Source:NCBI gene (formerly Entrezgene);Acc:30169],False,,9.205703735351562,7.396715028761173e-17,
19,12,ENSDARG00000056653,fhl1b,four and a half LIM domains 1b [Source:NCBI gene (formerly Entrezgene);Acc:387528],False,,8.768162727355957,3.627550511830531e-15,
19,13,ENSDARG00000034187,calm1b,calmodulin 1b [Source:NCBI gene (formerly Entrezgene);Acc:368217],False,,8.588525772094727,1.6242883047273238e-14,
19,14,ENSDARG00000043342,gpx3,glutathione peroxidase 3 [Source:NCBI gene (formerly Entrezgene);Acc:798788],False,,8.546570777893066,2.0525796447115325e-14,
19,15,ENSDARG00000040747,tm4sf4,transmembrane 4 L six family member 4 [Source:NCBI gene (formerly Entrezgene);Acc:445095],False,,8.545080184936523,2.0525796447115325e-14,
19,16,ENSDARG00000038068,ddx5,DEAD (Asp-Glu-Ala-Asp) box helicase 5 [Source:NCBI gene (formerly Entrezgene);Acc:322206],False,,8.523783683776855,2.3134619206108932e-14,
19,17,ENSDARG00000053301,insm1b,insulinoma-associated 1b [Source:NCBI gene (formerly Entrezgene);Acc:323882],False,,8.494287490844727,2.808017823372476e-14,
19,18,ENSDARG00000004015,adcyap1a,adenylate cyclase activating polypeptide 1a [Source:NCBI gene (formerly Entrezgene);Acc:259257],False,,8.33552074432373,1.0274823654432817e-13,
19,19,ENSDARG00000006497,rtn1a,reticulon 1a [Source:NCBI gene (formerly Entrezgene);Acc:323706],False,,7.834410190582275,5.942651109521093e-12,
19,20,ENSDARG00000076170,pcsk1nl,"proprotein convertase subtilisin/kexin type 1 inhibitor, like [Source:NCBI gene (formerly Entrezgene);Acc:570305]",False,,7.63688325881958,2.6671751452435896e-11,
19,21,ENSDARG00000070453,gch1,GTP cyclohydrolase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100192219],False,,7.497283935546875,7.436847728945333e-11,
19,22,ENSDARG00000056554,rap1gapa,RAP1 GTPase activating protein a [Source:NCBI gene (formerly Entrezgene);Acc:100144557],False,,7.476519584655762,8.315068404955772e-11,
19,23,ENSDARG00000010816,slc7a14a,solute carrier family 7 member 14a [Source:NCBI gene (formerly Entrezgene);Acc:566270],False,,7.458523750305176,9.11873531677718e-11,
19,24,ENSDARG00000019341,gpc1a,glypican 1a [Source:NCBI gene (formerly Entrezgene);Acc:553367],False,,7.360133171081543,1.7615742134615874e-10,
19,25,ENSDARG00000056929,kdm6bb,"lysine (K)-specific demethylase 6B, b [Source:NCBI gene (formerly Entrezgene);Acc:563644]",False,,7.334151268005371,2.0570980050988894e-10,
19,26,ENSDARG00000043757,ptbp3,polypyrimidine tract binding protein 3 [Source:HGNC Symbol;Acc:HGNC:10253],False,,7.30731725692749,2.4194472581868976e-10,
19,27,ENSDARG00000016676,gnao1a,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O, a [Source:NCBI gene (formerly E",False,,7.265575885772705,3.1798989299684525e-10,
19,28,ENSDARG00000051876,ush1c,Usher syndrome 1C [Source:NCBI gene (formerly Entrezgene);Acc:564412],False,,7.257696151733398,3.254457298392203e-10,
19,29,ENSDARG00000037917,itga3a,,False,,7.240019798278809,3.58446783993561e-10,
19,30,ENSDARG00000040466,vil1,villin 1 [Source:NCBI gene (formerly Entrezgene);Acc:393207],False,,7.194977283477783,4.80902741761042e-10,
2,1,ENSDARG00000059486,cplx4b,complexin 4b [Source:NCBI gene (formerly Entrezgene);Acc:797490],False,,24.189207077026367,3.463573554827848e-125,
2,2,ENSDARG00000044441,myo7ba,myosin VIIB [Source:HGNC Symbol;Acc:HGNC:7607],False,,24.00350570678711,2.0422592409592915e-123,
2,3,ENSDARG00000060070,adcy7,adenylate cyclase 7 [Source:NCBI gene (formerly Entrezgene);Acc:568726],False,,23.809961318969727,1.5782260408898878e-121,
2,4,ENSDARG00000090943,,,False,,23.758344650268555,4.318686214398615e-121,
2,5,ENSDARG00000059634,thumpd3,THUMP domain containing 3 [Source:NCBI gene (formerly Entrezgene);Acc:561938],False,,23.66787338256836,3.0869802028104778e-120,
2,6,ENSDARG00000092077,fbxo44.10,,False,,23.609878540039062,1.044826942661012e-119,
2,7,ENSDARG00000026900,,,False,,23.376432418823242,2.224300699402809e-117,
2,8,ENSDARG00000016375,asns,asparagine synthetase [Source:NCBI gene (formerly Entrezgene);Acc:394138],False,,23.036827087402344,4.344548922537684e-114,
2,9,ENSDARG00000088325,,,False,,22.901485443115234,8.969667207208069e-113,
2,10,ENSDARG00000077631,wu:fc11c11,,False,,22.67755699157715,1.1178707557100976e-110,
2,11,ENSDARG00000080381,,,False,,22.647748947143555,2.0702045903234594e-110,
2,12,ENSDARG00000090148,,,False,,22.560937881469727,1.3965686469114305e-109,
2,13,ENSDARG00000089390,pnpla2,"patatin like domain 2, triacylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:30802]",False,,22.443744659423828,1.8583509627995447e-108,
2,14,ENSDARG00000090106,slc17a7b,solute carrier family 17 member 7 [Source:HGNC Symbol;Acc:HGNC:16704],False,,22.425546646118164,2.5312092124196835e-108,
2,15,ENSDARG00000086201,,,False,,22.39244270324707,5.0807162369218745e-108,
2,16,ENSDARG00000086346,,,False,,22.222116470336914,2.096739069628194e-106,
2,17,ENSDARG00000036008,caly,calcyon neuron-specific vesicular protein [Source:NCBI gene (formerly Entrezgene);Acc:100307104],False,,22.169979095458984,6.418396644314675e-106,
2,18,ENSDARG00000063097,scube1,"signal peptide, CUB domain, EGF-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:797832]",False,,21.996986389160156,2.7322513151407362e-104,
2,19,ENSDARG00000059931,hyal2a,hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:5321],False,,21.68153953552246,2.1604733880910988e-101,
2,20,ENSDARG00000030154,pak5,p21 protein (Cdc42/Rac)-activated kinase 5 [Source:NCBI gene (formerly Entrezgene);Acc:405898],False,,21.524497985839844,5.367540608460395e-100,
2,21,ENSDARG00000058327,neu3.3,"sialidase 3 (membrane sialidase), tandem duplicate 3 [Source:NCBI gene (formerly Entrezgene);Acc:555206]",False,,21.498767852783203,9.124312455642839e-100,
2,22,ENSDARG00000055874,cpe,carboxypeptidase E [Source:NCBI gene (formerly Entrezgene);Acc:407979],False,,21.3215389251709,3.734225077222171e-98,
2,23,ENSDARG00000074925,,,False,,21.24236488342285,1.7879296488627454e-97,
2,24,ENSDARG00000074519,si:dkey-224j12.3,,False,,20.93413543701172,1.063498924806693e-94,
2,25,ENSDARG00000062077,acsbg1,acyl-CoA synthetase bubblegum family member 1 [Source:HGNC Symbol;Acc:HGNC:29567],False,,20.740537643432617,5.2609426850250815e-93,
2,26,ENSDARG00000011233,pcyt1aa,"phosphate cytidylyltransferase 1A, choline a [Source:NCBI gene (formerly Entrezgene);Acc:550327]",False,,20.705760955810547,1.0375891060814075e-92,
2,27,ENSDARG00000074602,mrvi1,"inositol 1,4,5-triphosphate receptor associated 1 [Source:HGNC Symbol;Acc:HGNC:7237]",False,,20.669416427612305,2.1739767368296595e-92,
2,28,ENSDARG00000045750,syt10,synaptotagmin X [Source:NCBI gene (formerly Entrezgene);Acc:564226],False,,20.59202003479004,1.0481909049499695e-91,
2,29,ENSDARG00000095861,si:ch1073-441p17.1,,False,,20.590450286865234,1.0682516179867774e-91,
2,30,ENSDARG00000010376,slc5a3a,solute carrier family 5 member 3a [Source:NCBI gene (formerly Entrezgene);Acc:100004287],False,,20.53533172607422,3.240688312130744e-91,
20,1,ENSDARG00000006497,rtn1a,reticulon 1a [Source:NCBI gene (formerly Entrezgene);Acc:323706],False,,10.335753440856934,1.1639405770231979e-20,
20,2,ENSDARG00000087625,olfm4.1,,False,,9.999015808105469,1.8447149359092217e-19,
20,3,ENSDARG00000060350,apoda.2,"apolipoprotein Da, duplicate 2 [Source:NCBI gene (formerly Entrezgene);Acc:100148022]",False,,9.748103141784668,1.3579550307042364e-18,
20,4,ENSDARG00000036433,,,False,,9.729090690612793,1.3579550307042364e-18,
20,5,ENSDARG00000018263,pdia2,"protein disulfide isomerase family A, member 2 [Source:NCBI gene (formerly Entrezgene);Acc:394023]",False,,9.689190864562988,1.6068157432332937e-18,
20,6,ENSDARG00000088079,tmed6,,False,,9.525307655334473,6.5738986036473944e-18,
20,7,ENSDARG00000041960,olfm4.2,,False,,9.449257850646973,1.1685103129017871e-17,
20,8,ENSDARG00000094557,nupr1b,nuclear protein 1b [Source:NCBI gene (formerly Entrezgene);Acc:799637],False,,9.3389310836792,2.915696693015393e-17,
20,9,ENSDARG00000014329,npm1a,nucleophosmin 1a [Source:NCBI gene (formerly Entrezgene);Acc:266985],False,,9.155901908874512,1.4356924284434986e-16,
20,10,ENSDARG00000058337,,,False,,9.08092212677002,2.580580276921932e-16,
20,11,ENSDARG00000042993,prss1,serine protease 1 [Source:NCBI gene (formerly Entrezgene);Acc:65223],False,,8.886645317077637,1.3724234037696774e-15,
20,12,ENSDARG00000056160,hspd1,heat shock 60 protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:282676],False,,8.657958984375,9.593716624734639e-15,
20,13,ENSDARG00000020984,slc16a10,solute carrier family 16 member 10 [Source:NCBI gene (formerly Entrezgene);Acc:566499],False,,8.600653648376465,1.3586884852947025e-14,
20,14,ENSDARG00000012820,nop56,NOP56 ribonucleoprotein homolog [Source:NCBI gene (formerly Entrezgene);Acc:394196],False,,8.600519180297852,1.3586884852947025e-14,
20,15,ENSDARG00000016484,dkc1,"dyskeratosis congenita 1, dyskerin [Source:NCBI gene (formerly Entrezgene);Acc:613144]",False,,8.51389217376709,2.6876923826731416e-14,
20,16,ENSDARG00000021864,rplp1,ribosomal protein lateral stalk subunit P1 [Source:NCBI gene (formerly Entrezgene);Acc:336719],False,,8.19228458404541,3.8399049595804403e-13,
20,17,ENSDARG00000011405,rps9,ribosomal protein S9 [Source:NCBI gene (formerly Entrezgene);Acc:114420],False,,8.163631439208984,4.583900015675683e-13,
20,18,ENSDARG00000002710,ncl,nucleolin [Source:NCBI gene (formerly Entrezgene);Acc:767714],False,,8.131765365600586,5.560156981926304e-13,
20,19,ENSDARG00000044521,eef1b2,eukaryotic translation elongation factor 1 beta 2 [Source:NCBI gene (formerly Entrezgene);Acc:335370],False,,8.126811027526855,5.560156981926304e-13,
20,20,ENSDARG00000042106,mnx2a,motor neuron and pancreas homeobox 2a [Source:NCBI gene (formerly Entrezgene);Acc:406205],True,desc:homeobox,8.099631309509277,6.606839793937904e-13,
20,21,ENSDARG00000039578,pa2g4a,"proliferation-associated 2G4, a [Source:NCBI gene (formerly Entrezgene);Acc:368737]",False,,8.07740592956543,7.551605675516616e-13,
20,22,ENSDARG00000076892,,,False,,8.057991027832031,8.450336190392076e-13,
20,23,ENSDARG00000055381,bambia,BMP and activin membrane-bound inhibitor (Xenopus laevis) homolog a [Source:NCBI gene (formerly Entrezgene);Acc:83496],False,,8.049422264099121,8.501214808176228e-13,
20,24,ENSDARG00000043509,rpl11,ribosomal protein L11 [Source:NCBI gene (formerly Entrezgene);Acc:415229],False,,8.046610832214355,8.501214808176228e-13,
20,25,ENSDARG00000042931,,,False,,7.950610160827637,1.7794841802152758e-12,
20,26,ENSDARG00000018351,hpda,4-hydroxyphenylpyruvate dioxygenase a [Source:NCBI gene (formerly Entrezgene);Acc:394142],False,,7.723262310028076,1.04536194794825e-11,
20,27,ENSDARG00000053912,fbl,fibrillarin [Source:NCBI gene (formerly Entrezgene);Acc:406275],False,,7.702643394470215,1.1832307978779716e-11,
20,28,ENSDARG00000055158,prox1a,prospero homeobox 1a [Source:NCBI gene (formerly Entrezgene);Acc:30679],True,desc:homeobox,7.681086540222168,1.3504067525744981e-11,
20,29,ENSDARG00000051783,rplp0,"ribosomal protein, large, P0 [Source:NCBI gene (formerly Entrezgene);Acc:58101]",False,,7.676132678985596,1.3552408390963341e-11,
20,30,ENSDARG00000042556,,,False,,7.626459121704102,1.9279040287041106e-11,
21,1,ENSDARG00000006137,star,steroidogenic acute regulatory protein [Source:NCBI gene (formerly Entrezgene);Acc:63999],False,,10.845210075378418,8.161364212548921e-24,
21,2,ENSDARG00000042014,cyp11c1,"cytochrome P450, family 11, subfamily C, polypeptide 1 [Source:NCBI gene (formerly Entrezgene);Acc:791124]",False,,10.845210075378418,8.161364212548921e-24,
21,3,ENSDARG00000069926,hsd3b1,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1 [Source:NCBI gene (formerly Entrezgene);Acc",False,,10.843603134155273,8.161364212548921e-24,
21,4,ENSDARG00000092696,cyp11a1.2,cytochrome P450 family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2590],False,,10.84253215789795,8.161364212548921e-24,
21,5,ENSDARG00000038956,fdx1b,ferredoxin 1b [Source:NCBI gene (formerly Entrezgene);Acc:562135],False,,10.840658187866211,8.161364212548921e-24,
21,6,ENSDARG00000091992,mrap,,False,,10.838248252868652,8.161364212548921e-24,
21,7,ENSDARG00000037550,cyp21a2,,False,,10.833695411682129,8.161364212548921e-24,
21,8,ENSDARG00000076689,gramd1a,,False,,10.465494155883789,3.728106138141895e-22,
21,9,ENSDARG00000062631,npffr1l2,neuropeptide FF receptor 1 like 2 [Source:NCBI gene (formerly Entrezgene);Acc:570189],False,,10.363469123840332,9.6821284573559e-22,
21,10,ENSDARG00000011600,epha4b,eph receptor A4b [Source:NCBI gene (formerly Entrezgene);Acc:64270],False,,10.280054092407227,2.0776886627485255e-21,
21,11,ENSDARG00000087592,si:dkey-14o1.14,,False,,10.237610816955566,2.9312525425083583e-21,
21,12,ENSDARG00000059035,porb,P450 (cytochrome) oxidoreductase b [Source:NCBI gene (formerly Entrezgene);Acc:327556],False,,10.198246955871582,4.032634730061834e-21,
21,13,ENSDARG00000023694,spon1b,spondin 1b [Source:NCBI gene (formerly Entrezgene);Acc:58029],False,,10.128890991210938,7.583519496454118e-21,
21,14,ENSDARG00000056160,hspd1,heat shock 60 protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:282676],False,,9.971434593200684,3.4802985531135943e-20,
21,15,ENSDARG00000089134,,,False,,9.87315845489502,8.696887960008206e-20,
21,16,ENSDARG00000056167,hspe1,heat shock 10 protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:58041],False,,9.822681427001953,1.3471092512105711e-19,
21,17,ENSDARG00000038006,osr2,odd-skipped related transciption factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:550389],False,,9.662948608398438,6.10829477918175e-19,
21,18,ENSDARG00000023362,nr5a1b,"nuclear receptor subfamily 5, group A, member 1b [Source:NCBI gene (formerly Entrezgene);Acc:405759]",True,desc:nuclear receptor,9.65705680847168,6.110422525835493e-19,
21,19,ENSDARG00000055283,id2a,inhibitor of DNA binding 2a [Source:NCBI gene (formerly Entrezgene);Acc:266599],False,,9.651165962219238,6.131264668423707e-19,
21,20,ENSDARG00000024746,hsp90aa1.2,"heat shock protein 90, alpha (cytosolic), class A member 1, tandem duplicate 2 [Source:NCBI gene (formerly Entrezgene);A",False,,9.503082275390625,2.4421620452531395e-18,
21,21,ENSDARG00000001975,hsd11b2,hydroxysteroid (11-beta) dehydrogenase 2 [Source:NCBI gene (formerly Entrezgene);Acc:334098],False,,9.371868133544922,8.13378896189793e-18,
21,22,ENSDARG00000095268,cd34,,False,,9.322864532470703,1.2338158271535732e-17,
21,23,ENSDARG00000076223,SERP1,zgc:92744 [Source:NCBI gene (formerly Entrezgene);Acc:436846],False,,9.107834815979004,8.758713211136343e-17,
21,24,ENSDARG00000092259,si:dkey-211g8.5,,False,,8.984654426574707,2.5922467529584216e-16,
21,25,ENSDARG00000055723,hsp70l,"heat shock cognate 70-kd protein, like [Source:NCBI gene (formerly Entrezgene);Acc:560210]",False,,8.81380844116211,1.1598067298281196e-15,
21,26,ENSDARG00000068992,hspa8,heat shock protein 8 [Source:NCBI gene (formerly Entrezgene);Acc:573376],False,,8.791583061218262,1.3595378794260114e-15,
21,27,ENSDARG00000091395,,,False,,8.775650024414062,1.5085129393351723e-15,
21,28,ENSDARG00000052695,nr2f1a,"nuclear receptor subfamily 2, group F, member 1a [Source:NCBI gene (formerly Entrezgene);Acc:30418]",True,desc:nuclear receptor,8.53102970123291,1.2417364517350589e-14,
21,29,ENSDARG00000092362,hsp70.2,"heat shock cognate 70-kd protein, tandem duplicate 2 [Source:NCBI gene (formerly Entrezgene);Acc:100535101]",False,,8.455514907836914,2.296640496991303e-14,
21,30,ENSDARG00000021059,alas1,"aminolevulinate, delta-, synthase 1 [Source:NCBI gene (formerly Entrezgene);Acc:64608]",False,,8.213438987731934,1.7173822001791393e-13,
22,1,ENSDARG00000089334,ednrba,endothelin receptor Ba [Source:NCBI gene (formerly Entrezgene);Acc:30442],False,,6.173824310302734,1.597785291914373e-05,
22,2,ENSDARG00000002131,celf2,"cugbp, Elav-like family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:373117]",False,,6.024054527282715,1.661773714919201e-05,
22,3,ENSDARG00000060345,apoda.1,"apolipoprotein Da, duplicate 1 [Source:NCBI gene (formerly Entrezgene);Acc:767642]",False,,5.991447448730469,1.661773714919201e-05,
22,4,ENSDARG00000033539,paics,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase [Source:NCBI gene (",False,,5.820539474487305,3.515081515484383e-05,
22,5,ENSDARG00000075161,defbl1,"defensin, beta-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:100009619]",False,,5.532469749450684,0.00015137208928424725,
22,6,ENSDARG00000055172,si:ch211-256m1.8,,False,,5.493340492248535,0.00015756318062841982,
22,7,ENSDARG00000088332,alx4a,ALX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:450],True,desc:homeobox,5.461407661437988,0.00016175414367811163,
22,8,ENSDARG00000079848,gmps,guanine monophosphate synthase [Source:NCBI gene (formerly Entrezgene);Acc:393559],False,,5.236978530883789,0.0004849927529959539,
22,9,ENSDARG00000029402,sort1a,sortilin 1a [Source:NCBI gene (formerly Entrezgene);Acc:406511],False,,5.216739654541016,0.0004849927529959539,
22,10,ENSDARG00000028335,hmga1a,high mobility group AT-hook 1a [Source:NCBI gene (formerly Entrezgene);Acc:406447],True,desc:high mobility group,5.049429893493652,0.0009576826186686574,
22,11,ENSDARG00000062688,gpnmb,glycoprotein nmb [Source:HGNC Symbol;Acc:HGNC:4462],False,,5.045156955718994,0.0009576826186686574,
22,12,ENSDARG00000057575,pnp4a,purine nucleoside phosphorylase 4a [Source:NCBI gene (formerly Entrezgene);Acc:415192],False,,5.03436279296875,0.0009576826186686574,
22,13,ENSDARG00000008423,,,False,,4.812182426452637,0.0027526935176522996,
22,14,ENSDARG00000057698,ctsd,cathepsin D [Source:NCBI gene (formerly Entrezgene);Acc:65225],False,,4.725604057312012,0.003928205119511575,
22,15,ENSDARG00000029894,slc2a15a,solute carrier family 2 member 15a [Source:NCBI gene (formerly Entrezgene);Acc:394245],False,,4.447204113006592,0.013901820125338067,
22,16,ENSDARG00000018178,pgm2,phosphoglucomutase 2 [Source:NCBI gene (formerly Entrezgene);Acc:405822],False,,4.359951019287109,0.018608614986944935,
22,17,ENSDARG00000007369,tcf7l1b,transcription factor 7 like 1b [Source:NCBI gene (formerly Entrezgene);Acc:30556],True,desc:transcription factor,4.356802940368652,0.018608614986944935,
22,18,ENSDARG00000002731,sdc2,syndecan 2 [Source:NCBI gene (formerly Entrezgene);Acc:282667],False,,4.338587760925293,0.01909626400667759,
22,19,ENSDARG00000092807,si:dkey-151g10.6,si:dkey-151g10.6 [Source:NCBI gene (formerly Entrezgene);Acc:335588],False,,4.20343542098999,0.03316615716555038,
22,20,ENSDARG00000042049,,,False,,4.181847095489502,0.03329954954720566,
22,21,ENSDARG00000029394,,,False,,4.179823398590088,0.03329954954720566,
22,22,ENSDARG00000074528,prtfdc1a,,False,,4.14429235458374,0.035558889514018775,
22,23,ENSDARG00000075629,ifi30b,,False,,4.144067764282227,0.035558889514018775,
22,24,ENSDARG00000077467,sox10,SRY-box transcription factor 10 [Source:NCBI gene (formerly Entrezgene);Acc:140616],True,desc:transcription factor,4.095943450927734,0.041992698122696834,
22,25,ENSDARG00000009689,daam1b,dishevelled associated activator of morphosis 1b [Source:NCBI gene (formerly Entrezgene);Acc:560060],False,,4.061761856079102,0.04669714927004992,
22,26,ENSDARG00000078748,si:ch211-137a8.4,,False,,4.019484519958496,0.053771699830650416,
22,27,ENSDARG00000055283,id2a,inhibitor of DNA binding 2a [Source:NCBI gene (formerly Entrezgene);Acc:266599],False,,3.9173896312713623,0.07662952151158522,
22,28,ENSDARG00000016706,atic,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:NCBI gene (formerly Entrezgen,False,,3.8730885982513428,0.08882519566655545,
22,29,ENSDARG00000021124,cfl1,cofilin 1 [Source:NCBI gene (formerly Entrezgene);Acc:321496],False,,3.7001566886901855,0.16928165517805197,
22,30,ENSDARG00000015890,mafa,MAF bZIP transcription factor a [Source:NCBI gene (formerly Entrezgene);Acc:114467],True,desc:transcription factor,3.66664981842041,0.18408139991605107,
3,1,ENSDARG00000062262,ednrab,endothelin receptor type Ab [Source:NCBI gene (formerly Entrezgene);Acc:405866],False,,14.046707153320312,1.934380744898757e-40,
3,2,ENSDARG00000077467,sox10,SRY-box transcription factor 10 [Source:NCBI gene (formerly Entrezgene);Acc:140616],True,desc:transcription factor,13.78654956817627,3.680611896271823e-39,
3,3,ENSDARG00000035715,marcksl1b,MARCKS-like 1b [Source:NCBI gene (formerly Entrezgene);Acc:406504],False,,13.599360466003418,3.227548491484805e-38,
3,4,ENSDARG00000044462,,,False,,12.798426628112793,1.0025828766614585e-33,
3,5,ENSDARG00000062338,zeb2a,zinc finger E-box binding homeobox 2a [Source:NCBI gene (formerly Entrezgene);Acc:100003889],True,desc:homeobox,12.184188842773438,1.809214220872239e-30,
3,6,ENSDARG00000023290,fabp3,"fatty acid binding protein 3, muscle and heart [Source:NCBI gene (formerly Entrezgene);Acc:171478]",False,,11.5357666015625,3.479962289809413e-27,
3,7,ENSDARG00000078473,nucks1a,nuclear casein kinase and cyclin-dependent kinase substrate 1a [Source:NCBI gene (formerly Entrezgene);Acc:447862],False,,11.491804122924805,4.966944781988109e-27,
3,8,ENSDARG00000020242,fermt2,FERM domain containing kindlin 2 [Source:NCBI gene (formerly Entrezgene);Acc:553051],False,,11.374955177307129,1.6698567402802885e-26,
3,9,ENSDARG00000052856,khdrbs1a,"KH domain containing, RNA binding, signal transduction associated 1a [Source:NCBI gene (formerly Entrezgene);Acc:30082]",False,,11.142407417297363,2.076934120255897e-25,
3,10,ENSDARG00000014522,cdh6,cadherin 6 [Source:NCBI gene (formerly Entrezgene);Acc:541393],False,,11.108880996704102,2.7223645748872512e-25,
3,11,ENSDARG00000079317,dlc1,DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897],False,,11.081435203552246,3.364026329881451e-25,
3,12,ENSDARG00000061478,igf2bp1,insulin-like growth factor 2 mRNA binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:558182],False,,11.060070991516113,3.9139665486842753e-25,
3,13,ENSDARG00000042049,,,False,,11.022682189941406,5.477567258393826e-25,
3,14,ENSDARG00000026218,,,False,,10.791202545166016,6.485591961266275e-24,
3,15,ENSDARG00000036993,erbb3b,erb-b2 receptor tyrosine kinase 3b [Source:NCBI gene (formerly Entrezgene);Acc:544664],False,,10.70253849029541,1.5824568245445538e-23,
3,16,ENSDARG00000006487,anp32a,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A [Source:NCBI gene (formerly Entrezgene);Acc:335907]",False,,10.498997688293457,1.3078948490484413e-22,
3,17,ENSDARG00000092807,si:dkey-151g10.6,si:dkey-151g10.6 [Source:NCBI gene (formerly Entrezgene);Acc:335588],False,,10.42849349975586,2.591272522148959e-22,
3,18,ENSDARG00000032724,,,False,,10.222898483276367,2.085219372271069e-21,
3,19,ENSDARG00000033172,nr2f5,"nuclear receptor subfamily 2, group F, member 5 [Source:NCBI gene (formerly Entrezgene);Acc:30427]",True,desc:nuclear receptor,10.146971702575684,4.31215881133781e-21,
3,20,ENSDARG00000008803,marcksb,myristoylated alanine-rich protein kinase C substrate b [Source:NCBI gene (formerly Entrezgene);Acc:323201],False,,10.040311813354492,1.2147210020305453e-20,
3,21,ENSDARG00000059279,tfap2a,transcription factor AP-2 alpha [Source:NCBI gene (formerly Entrezgene);Acc:140618],True,desc:transcription factor,9.838578224182129,8.764811542449618e-20,
3,22,ENSDARG00000028335,hmga1a,high mobility group AT-hook 1a [Source:NCBI gene (formerly Entrezgene);Acc:406447],True,desc:high mobility group,9.755830764770508,1.8976444420165496e-19,
3,23,ENSDARG00000040184,syncrip,"synaptotagmin binding, cytoplasmic RNA interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:326663]",False,,9.663305282592773,4.499143378998304e-19,
3,24,ENSDARG00000036161,hnrnpa0l,"heteroous nuclear ribonucleoprotein A0, like [Source:NCBI gene (formerly Entrezgene);Acc:321899]",False,,9.597731590270996,8.16212087232374e-19,
3,25,ENSDARG00000070212,,,False,,9.537909507751465,1.397354495084757e-18,
3,26,ENSDARG00000039034,marcksl1a,MARCKS-like 1a [Source:NCBI gene (formerly Entrezgene);Acc:406407],False,,9.457956314086914,2.8950315483422287e-18,
